record_id,产品品名,产地（国家）,产地（市）,产地（省）,单混,品名,品类一级,品类二级,商品链接,序号,序号1,序号2,序号3,标签照片,正常售价,正面图片,编号,规格,采集平台,采集时间,优惠到手价,口味,委托方,生产商,背面图片,外包装图片,箱规,赠品图片,备注
recflt6vY5,optwcIGi37,,,,单,奥利奥夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/0wJLUZQeEaUGYOB,DRF-,DRF,,,image.png,11.5,image.png,20250710-173,194g,大润发,1752129691000,9.9,白桃乌龙味,,,,,,,
recAQee5Bo,optwT0Hgbp,中国,天津,,单,康师傅3+2苏打夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/bFAX02OZOH0lvIJ,DRF-,DRF,,,,16.8,image.png,20250710-171,375g,大润发,1752129860000,16.8,香草巧克力味,天津顶园食品有限公司,天津顶园食品有限公司,image.png,,,,
recYfqYd5u,optwT0Hgbp,中国,天津,,单,康师傅3+2苏打夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/bFAX02OZOH0lvIJ,DRF-,DRF,,,,16.8,image.png,20250710-175,375g,大润发,1752129902000,16.8,柠檬味,天津顶园食品有限公司,天津顶园食品有限公司,image.png,,,,
recsvP79tZ,optI6gYxRi,中国,,,单,奥利奥薄脆夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/8L60CIkJ1rwtmfp,DRF-,DRF,,,image.png,13.8,image.png,20250710-174,190g,大润发,1752130546000,12.13,香草奥碎味,,,,,,,
rechIWUUtt,optBRJHGrV,中国,泰州,江苏,单,可其三阳肉脯,休闲零食,肉干小食,,DRF-,DRF,,,,39.7,image.png,20250710-176,250g,大润发,1752130103000,,原味,靖江三阳食品有限公司,靖江三阳食品有限公司,image.png,,,,
recoXlqqSF,optBRJHGrV,中国,泰州,江苏,单,可其三阳肉脯,休闲零食,肉干小食,,DRF-,DRF,,,,39.7,image.png,20250710-178,250g,大润发,1752130166000,,香辣味,靖江三阳食品有限公司,靖江三阳食品有限公司,image.png,,,,
recLZaX6e0,optYgsr2jX,中国,苏州/无锡,江苏,单,多肉爆汁柚子 复合果汁饮品,酒水饮料,果汁/植物饮,,SM-,SM,,,柚子汁1-标.jpg,89.9,柚子汁1-正.jpg,20250710-177,270g,山姆APP,1752130670000,,,统一企业（中国）投资有限公司,昆山统实企业有限公司/无锡统一实业包装有限公司,柚子汁1-后.jpg,柚子汁1-外.jpg,270g*15,,
recmuKD1Ga,optCmhmJQ2,中国,麓山区,重庆,单,有友山椒猪皮晶,休闲零食,肉干小食,,DRF-,DRF,,,,11,image.png,20250710-179,120g,大润发,1752130623000,10.4,山椒味,有友食品股份有限公司,有友食品重庆制造有限公司,image.png,,,,
reca3z4OH1,optq82in2C,中国,济南,山东,单,爱时乐夹心棒,休闲零食,饼干曲奇,#小程序://大润发优鲜/RwIfkTM4mqYRTYE,DRF-,DRF,,,image.png,18.9,image.png,20250710-180,150g,大润发,1752130404000,13.9,巧克力味,,,,,,,
recZu6WSa2,optq82in2C,中国,济南,山东,单,爱时乐夹心棒,休闲零食,饼干曲奇,#小程序://大润发优鲜/RwIfkTM4mqYRTYE,DRF-,DRF,,,image.png,18.9,image.png,20250710-181,150g,大润发,1752130874000,13.9,香草牛奶味,,,,,,,
recKYUZutS,optNHesbUa,马来西亚,,,单,马奇新新力士岩盐夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/unND1qgxekS4nHr,DRF-,DRF,,,,9.9,image.png,20250710-182,95g,大润发,1752130963000,6.9,巧克力味,满奇制造商贸（上海）有限公司,,image.png,,,,
rece15XebK,optNHesbUa,马来西亚,,,单,马奇新新力士岩盐夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/unND1qgxekS4nHr,DRF-,DRF,,,,9.9,image.png,20250710-183,95g,大润发,1752131202000,6.9,香草味,满奇制造商贸（上海）有限公司,,image.png,,,,
rec8DhdvUG,optfeEsH7D,中国,成都,四川,单,百草味川香猪肉片,休闲零食,肉干小食,,DRF-,DRF,,,,16.9,image.png,20250710-184,85g,大润发,1752131254000,14.4,川香麻辣味,杭州赫姆斯食品有限公司,四川老川东食品有限公司,image.png,,,,
rec1kEUYEi,optBVshu7N,马来西亚,,,单,茱蒂丝雷蒙德柠檬夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/dqRAtzBRbosEg7u,DRF-,DRF,,,,21.9,image.png,20250710-185,70g,大润发,1752131488000,15.33,柠檬味,星阔（上海）实业有限公司,茱莉制造有限公司,image.png,,,,
recGY8UhnP,optrsFqxL9,中国,漳州,福建,单,巷仔边香脆猪肉脯,休闲零食,肉干小食,,DRF-,DRF,,,image.png,7.9,image.png,20250710-186,30g,大润发,1752131441000,6.9,原味,,,,,,,
recuQC1WbR8Jru,optrsFqxL9,中国,漳州,福建,单,巷仔边香脆猪肉脯,休闲零食,肉干小食,,DRF-,DRF,,,image.png,7.9,image.png,20250711-270,30g,大润发,1752207937000,6.9,香辣味,,,,,,,
rec7auo3fM,optiXun4OH,中国,滁州,安徽,单,100%NFC橙汁,酒水饮料,果汁/植物饮,,SM-,SM,,,橙汁1-标.jpg,99.9,橙汁1-正.jpg,20250710-187,200ml,山姆APP,1752132408000,,,上海佳果源食品科技有限公司,滁州华冠饮料饮料有限公司,,橙汁1-外.jpg,200ml*25,,
reczQVsEfv,opt3SpPs3W,中国,泰州,江苏,单,立丰猪肉脯,休闲零食,肉干小食,,DRF-,DRF,,,image.png,35.6,image.png,20250710-188,148g,大润发,1752131806000,,原味,上海立丰食品有限公司,靖江市豪莱顿食品有限公司,image.png,,,,
recWqS1LOm,optU4RCTzg,中国,,,单,奥利奥红颜丹香夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/GTLafOOrjKz4pso,DRF-,DRF,,,image.png,11.5,image.png,20250710-189,194g,大润发,1752131808000,9.83,奶油牡丹味,,,,,,,
recU9qtSVU,optA8OW9xQ,马来西亚,,,单,茱蒂丝乳酪三明治饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/fKRULpUjkKFNy0H,DRF-,DRF,,,,13.9,image.png,20250710-190,126g,大润发,1752132039000,9.73,乳酪味,星阔（上海）实业有限公司,茱莉制造有限公司,image.png,,,,
recyyDn25j,optHHCEuzQ,中国,淮北,安徽,单,嘉士利果乐果香夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/8WxOXI8ISFPCl8g,DRF-,DRF,,,,13.8,image.png,20250710-196,300g,大润发,1752133105000,11.9,蓝莓味,广东嘉士利食品集团有限公司,思朗食品有限公司,image.png,,,,
rec2BDm2Ld,optHHCEuzQ,中国,淮北,安徽,单,嘉士利果乐果香夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/8WxOXI8ISFPCl8g,DRF-,DRF,,,,13.8,image.png,20250710-197,300g,大润发,1752133293000,11.9,草莓味,广东嘉士利食品集团有限公司,思朗食品有限公司,image.png,,,,
rec58iffAB,optHHCEuzQ,中国,淮北,安徽,单,嘉士利果乐果香夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/8WxOXI8ISFPCl8g,DRF-,DRF,,,,13.8,image.png,20250710-198,300g,大润发,1752133414000,11.9,青柠味,广东嘉士利食品集团有限公司,思朗食品有限公司,image.png,,,,
recoc4i14B,optb6cbEeA,中国,苏州,江苏,单,奥利奥巧轻脆0糖薄片饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/mQArtf96YaVBZjC,DRF-,DRF,,,image.png,8.8,image.png,20250710-199,95g,大润发,1752133733000,7.55,花漾玫瑰味,亿滋食品企业管理（上海）有限公司,亿滋食品（苏州）有限公司,image.png,,,,
recWSv9q5T,opth6Iilh5,中国,温州,浙江,单,萨啦咪烤肉片,休闲零食,肉干小食,,DRF-,DRF,,,,19.9,image.png,20250710-200,95g,大润发,1752133722000,,原味,,温州萨啦咪食品有限公司,image.png,,,,
reclWjVLdC,optvo4Brq8,泰国,,,单,乐天小熊饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/Hz6tWX9s4M8C2dF,DRF-,DRF,,,image.png,29.9,image.png,20250710-201,195g,大润发,1752133885000,23.92,草莓味,,,,,,,
recZN6xHVS,optvo4Brq8,泰国,,,单,乐天小熊饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/Hz6tWX9s4M8C2dF,DRF-,DRF,,,image.png,29.9,image.png,20250710-202,195g,大润发,1752133892000,23.92,巧克力味,,,,,,,
recSD1mC6N,optTv6q7bp,中国,天津,,单,康师傅甜酥夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/3U5Y6oPEvvv0JDn,DRF-,DRF,,,,5,image.png,20250710-203,80g,大润发,1752134062000,5,榛子巧克力味,天津顶园食品有限公司,天津顶园食品有限公司,image.png,,,,
recHzRpcoP,optqOHCdkd,中国,泰州,江苏,单,飘零大叔猪肉脯,休闲零食,肉干小食,,DRF-,DRF,,,image.png,18.8,image.png,20250710-204,80g,大润发,1752132020000,16.5,香辣味,靖江市悠味食品有限公司,靖江众阳食品有限公司,image.png,,,,
recuQC3ACBkrqi,optqOHCdkd,中国,泰州,江苏,单,飘零大叔猪肉脯,休闲零食,肉干小食,,DRF-,DRF,,,image.png,18.8,image.png,20250711-275,80g,大润发,1752208331000,16.5,原味,靖江市悠味食品有限公司,靖江众阳食品有限公司,image.png,,,,
recepyKz0Z,optNOE7vrM,中国,嘉兴,浙江,单,荷美尔小烤肉,休闲零食,肉干小食,,DRF-,DRF,,,image.png,24.9,image.png,20250710-205,90g,大润发,1752134074000,,川味,荷美尔(中国)投资有限公司,赢兴荷美尔食品有限公司,image.png,,,,
recuQC5EYZWMmY,optNOE7vrM,中国,嘉兴,浙江,单,荷美尔小烤肉,休闲零食,肉干小食,,DRF-,DRF,,,image.png,24.9,image.png,20250711-297,90g,大润发,1752208825000,,椰香,荷美尔(中国)投资有限公司,赢兴荷美尔食品有限公司,image.png,,,,
recBDRwwCm,optxSCpVgZ,中国,漳州,福建,单,信达地道肉肠,休闲零食,肉干小食,,DRF-,DRF,,,image.png,25.9,image.png,20250710-206,190g,大润发,1752134554000,,原味,,龙海市新信达食品有限公司,image.png,,,,
recpHnLE0C,opti9rAvMO,中国,上海,,单,阿华田酷脆心情夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/9qLMHZIvxcoKavJ,DRF-,DRF,,,image.png,8.5,image.png,20250710-207,90g,大润发,1752135041000,6.9,巧克力味,上海英联食品饮料有限公司,上海麦宝食品有限公司,image.png,,,,
recS5cJBqN,opti9rAvMO,中国,上海,,单,阿华田酷脆心情夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/9qLMHZIvxcoKavJ,DRF-,DRF,,,image.png,8.5,image.png,20250710-208,90g,大润发,1752135841000,6.9,麦香牛乳味,上海英联食品饮料有限公司,上海麦宝食品有限公司,image.png,,,,
rec5VqTHCj,opt8Z2mLKE,中国,上海,上海,单,坚果乳植物蛋白饮料,酒水饮料,果汁/植物饮,,SM-,SM,,,坚果乳1-标.jpg,89.9,坚果乳1-正.jpg,20250710-209,250ml,山姆APP,1752136312000,,,统一企业（中国）投资有限公司,上海文辉食品工业有限公司,,坚果乳1-外.jpg,250ml*18,,
recWSJj59e,opt8RbB8gL,比利时,,,单,和情缤咖时焦糖夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/hvage4QKclX4tNa,DRF-,DRF,,,,19.9,image.png,20250710-210,150g,大润发,1752136355000,19.9,原味,莲乐饼干贸易（上海）有限公司,,image.png,,,,
reczkoqrAQ,optbHSD6y0,日本,,,单,星七牌夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/kLqJHNMHnA0vqvq,DRF-,DRF,,,image.png,14.3,image.png,20250710-211,95g,大润发,1752136549000,14.3,可可奶油味,星七（上海）国际贸易有限公司,,,,,,
recwsg2G8T,optgpnmRk7,中国,揭阳,广东,单,赛味馆夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/hZ1UmnnbgwFdpUf,DRF-,DRF,,,,15.9,image.png,20250710-212,136g,大润发,1752136686000,15.9,柠檬味,北京明大天润商贸有限公司,广东益昇食品有限公司,image.png,,,,
recJz8A4iQ,opt6d6XMfZ,中国,揭阳,广东,单,赛味馆黑糖麦芽饼,休闲零食,饼干曲奇,,DRF-,DRF,,,微信图片_2025-07-10_164346_566.jpg,19.3,image.png,20250710-213,206g,大润发,1752137138000,19.3,原味,北京明大天润商贸有限公司,广东益昇食品有限公司,image.png,,,,
recHL89yWt,opthFoUMht,中国,常州,江苏,单,原切薯条,休闲零食,薯片膨化,,DRF-,DRF,,,image.png,9.9,image.png,20250711-214,90g,大润发,1752197690000,,经典盐味,,江苏德盛食品有限公司,image.png,,,,
recvhEGNDt,opthFoUMht,中国,常州,江苏,单,原切薯条,休闲零食,薯片膨化,,DRF-,DRF,,,image.png,9.9,image.png,20250711-215,90g,大润发,1752198052000,,炭烧和牛风味,,江苏德盛食品有限公司,image.png,,,,
recFRVvzzm,optiAWc7uM,中国,孝感,湖北,单,好吃点香脆杏仁饼,休闲零食,饼干曲奇,#小程序://大润发优鲜/PvTbu3eqWplgEAp,DRF-,DRF,,,,4.4,image.png,20250711-216,108g,大润发,1752197886000,,原味,达利食品集团有限公司,湖北达利食品有限公司,image.png,,,,
rec9BaLaX4,optfbFm1rD,中国,孝感,湖北,单,好吃点香脆核桃饼,休闲零食,饼干曲奇,,DRF-,DRF,,,,4.4,image.png,20250711-217,108g,大润发,1752198048000,,原味,达利食品集团有限公司,湖北达利食品有限公司,image.png,,,,
recxmDnTuJ,optgvxSuQM,中国,孝感,湖北,单,好吃点香脆腰果饼,休闲零食,饼干曲奇,#小程序://大润发优鲜/j0IwD6PWouzZR3q,DRF-,DRF,,,,4.4,image.png,20250711-218,108g,大润发,1752198182000,,原味,达利食品集团有限公司,湖北达利食品有限公司,image.png,,,,
recvJ47BgP,optBYKnK8y,中国,常州,江苏,单,蜂蜜冻干柠檬片,休闲食品,混合类代用茶,,DRF-,DRF,,,image.png,9.9,image.png,20250711-219,55g,大润发,1752198729000,,,,常州市文杰茶业有限公司,image.png,,,,
recZGkGoPK,optIaVQSiq,中国,东莞,广东,单,嘉友饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/jBYoZ3FY1eB9QNr,DRF-,DRF,,,,19.9,image.png,20250711-220,468g,大润发,1752198839000,16.9,牛乳味,,东菀市嘉友食品有限公司,,,,,
recfBWh3GP,optIaVQSiq,中国,东莞,广东,单,嘉友饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/jBYoZ3FY1eB9QNr,DRF-,DRF,,,,19.9,image.png,20250711-221,468g,大润发,1752199044000,16.9,椰子味,,东菀市嘉友食品有限公司,,,,,
recdfM4ptQ,optJYQHe3g,中国,杭州,浙江,单,祖名江南麻辣味豆干,休闲零食,肉干小食,,DRF-,DRF,,,image.png,3.4,image.png,20250711-222,90g/袋,大润发,1752199066000,,麻辣味,,安吉祖名豆制食品有限公司,image.png,,,,
recfvfF1zs,optOlgWn47,中国,苏州,江苏,单,新大昌卤汁豆腐干,休闲零食,肉干小食,,DRF-,DRF,,,image.png,4.9,image.png,20250711-223,90g/盒,大润发,1752199274000,,五香味,苏州市俄陀聂商贸有限公司,苏州姑胥食品科技有限公司,image.png,,,,
recuQC5h4BhhiF,optOlgWn47,中国,苏州,江苏,单,新大昌卤汁豆腐干,休闲零食,肉干小食,,DRF-,DRF,,,image.png,4.9,image.png,20250711-295,90g/盒,大润发,1752208733000,,辣味,苏州市俄陀聂商贸有限公司,苏州姑胥食品科技有限公司,image.png,,,,
rec0815ZSw,optPtQDH0b,日本,,,单,可拉奥蔬菜小圆饼,休闲零食,饼干曲奇,#小程序://大润发优鲜/zXowk2pmZs2XYMx,DRF-,DRF,,,image.png,4.9,image.png,20250711-224,90g,大润发,1752199418000,3.2,蔬菜味,韩进（上海）食品有限公司,,,,,,
recQEYEtaw,optHu3SjZ4,中国,,,单,嘉士利早餐饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/JgWmgz2C0ubJSjo,DRF-,DRF,,,,18.9,image.png,20250711-225,690g,大润发,1752199608000,,原味,广东嘉士利食品集团有限公司,,image.png,,,,
rec1aIYunR,optHS7reyA,,,,单,劲仔真有鱼！豆干,休闲零食,肉干小食,,DRF-,DRF,,,,13.6,image.png,20250711-226,156g+14g/袋,大润发,1752199581000,,蒜香味,,,,,,,
recuQC4Syopzdy,optHS7reyA,,,,单,劲仔真有鱼！豆干,休闲零食,肉干小食,,DRF-,DRF,,,,13.6,image.png,20250711-282,156g+14g/袋,大润发,1752208639000,,香辣味,,,,,,,
recuQC4SKZozi1,optHS7reyA,,,,单,劲仔真有鱼！豆干,休闲零食,肉干小食,,DRF-,DRF,,,,13.6,image.png,20250711-283,156g+14g/袋,大润发,1752208639000,,麻辣味,,,,,,,
recITHlNBE,opt98969fA,中国,杭州,浙江,单,祖名臭豆腐,休闲零食,肉干小食,,DRF-,DRF,,,,5.9,image.png,20250711-227,100g/袋,大润发,1752199834000,,麻辣味,,安吉祖名豆制食品有限公司,image.png,,,,背面不清楚
recuQC4b5SAa8Q,opt98969fA,中国,杭州,浙江,单,祖名臭豆腐,休闲零食,肉干小食,,DRF-,DRF,,,,5.9,image.png,20250711-279,100g/袋,大润发,1752208472000,,炭烤味,,安吉祖名豆制食品有限公司,image.png,,,,背面不清楚
recjUEryw1,opt5DZTNbY,中国,文昌,海南,单,椰乡春光椰香脆饼,休闲零食,饼干曲奇,#小程序://大润发优鲜/cf0yE0ebzCFMWEe,DRF-,DRF,,,image.png,10.8,image.png,20250711-228,105g,大润发,1752199994000,9.9,椰子味,,,,,,,
recEjEpbdd,optpRXIXuc,中国,杭州,浙江,单,祖名香逗卷,休闲零食,肉干小食,,DRF-,DRF,,,,6.2,image.png,20250711-229,100g/袋,大润发,1752199953000,5.3,肉汁味,,安吉祖名豆制食品有限公司,image.png,,,,
recaPZ7BoT,optqtUN1VP,中国,宁波,浙江,单,泰康大牛奶饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/x4C0Fu9bIPK6ZDs,DRF-,DRF,,,image.png,17.8,image.png,20250711-230,400g,大润发,1752200484000,15.9,牛奶味,,浙江顶点实业有限公司,,,,,
recMEls6Kx,optZjKuZSA,中国,苏州,江苏,单,津津卤汁豆腐干,休闲零食,肉干小食,,DRF-,DRF,,,,17.8,image.png,20250711-231,90g,大润发,1752200503000,,卤汁味,,苏州津津食品有限公司,image.png,,360g（90g*4袋）,,
rec5qcHts8,optZjKuZSA,中国,苏州,江苏,单,津津卤汁豆腐干,休闲零食,肉干小食,,DRF-,DRF,,,,11.5,image.png,20250711-232,90g,大润发,1752200629000,,辣味,,苏州津津食品有限公司,,,180g（90g*2盒）,,
recuQC3YqgyN6b,optZjKuZSA,中国,苏州,江苏,单,津津卤汁豆腐干,休闲零食,肉干小食,,DRF-,DRF,,,,11.5,image.png,20250711-278,90g,大润发,1752208423000,,原味,,苏州津津食品有限公司,,,180g（90g*2盒）,,
recmrgAQ7I,optl2iMkMk,中国,,,单,好吃点高纤消化饼,休闲零食,饼干曲奇,#小程序://大润发优鲜/FdSbaDXAVM2BsnJ,DRF-,DRF,,,image.png,3.7,image.png,20250711-233,110g,大润发,1752200779000,,原味,,,image.png,,,,
rec2298LYL,opt7lwu0oV,中国,长沙,湖南,单,馋大嘴巴盐焗素鸡筋,休闲零食,肉干小食,,DRF-,DRF,,,image.png,4.9,image.png,20250711-234,110g,大润发,1752200898000,4.5,辣味,,,,,,,
rec2CQdgxX,optYwhJdll,中国,仙桃,湖北,单,米老头蛋黄煎饼,休闲零食,饼干曲奇,#小程序://大润发优鲜/SYa8UdmmdDU9Clc,DRF-,DRF,,,,14.5,image.png,20250711-236,270g,大润发,1752201039000,,牛奶味,,湖北米老头食品工业有限公司,image.png,,,,
recZB1XBa2,optYwhJdll,中国,仙桃,湖北,单,米老头蛋黄煎饼,休闲零食,饼干曲奇,#小程序://大润发优鲜/SYa8UdmmdDU9Clc,DRF-,DRF,,,,14.5,image.png,20250711-235,270g,大润发,1752201075000,,原味,,湖北米老头食品工业有限公司,image.png,,,,
recfMF8RQ6,optRqXRTAJ,中国,北碚区,重庆,混,一生缘捞汁豆腐,休闲零食,肉干小食,,DRF-,DRF,,,,12.8,image.png,20250711-237,110g,大润发,1752201229000,,蜜汁味+火瓢香辣味+麻辣火锅味,,重庆市天润食品开发有限公司,image.png,,,,
recYHr6mzl,opt1H4gwyU,比利时,,,单,和情缤咖时焦糖饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/0ACgl5vFqpCRbql,DRF-,DRF,,,,44.5,image.png,20250711-238,312.5g,大润发,1752201421000,,焦糖味,,,image.png,,,,
recMJVOy27,optPL7P4xQ,中国,漳州,福建,单,江中红枣当归薄脆饼,休闲零食,饼干曲奇,#小程序://大润发优鲜/EbYH7njdPuJWSTw,DRF-,DRF,,,,19.9,image.png,20250711-239,144g,大润发,1752201663000,,红枣当归味,江中食疗科技有限公司,福建省正湾富食品有限公司,image.png,,,,
rec7xM6T5w,optvzqplo2,中国,漳州,福建,单,江中食疗赤小豆茯苓薄脆饼,休闲零食,饼干曲奇,,DRF-,DRF,,,,19.9,image.png,20250711-240,144g,大润发,1752202163000,,赤小豆茯苓味,江中食疗科技有限公司,福建省正湾富食品有限公司,image.png,,,,
rec0kPCWQH,optXsxL95p,中国,漳州,福建,单,江中杏仁百合薄脆饼,休闲零食,饼干曲奇,,DRF-,DRF,,,,19.9,image.png,20250711-241,144g,大润发,1752202268000,,杏仁百合味,江中食疗科技有限公司,福建省正湾富食品有限公司,image.png,,,,
recmtN7OSo,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=682011440400&pisk=gjB-zSVrVr4ku0pgE8Nm-0_UF2qmy9IPlaSsKeYoOZQAYwQlZUjS9pICfBOlAevdJwQprBayE9QAfZukP7ShkeIBuTb3aLYIvaYxE_VytenpoMkkxL9HJ0WAWvDuz7SIppvQSP2gIgokLpainzYai4-Hj2wHPUiXUHmRJ3D_IgSy803QjswivMsSN4GBRw9XlHxHdYtSdopXqHJIFBMSGqT2Ap9BRBiXGh-SPXTBdohX4HYBVQTBcitwAe9Bdw9XlE-Iaqzpl0Tnp1qlwWCj9bDjhtKJweHHSvBcaAAH5YT-pvLJOQIlVEHIdtCdf21eP5oD8LYPV3QUQYJW966khTabdd1Nk9d6BWqyNMCA8LXbAbT1ZaAF3I3SNhpJyC65lckVDB1AHLX78fScDUO9nsV4rBvRy18wNSzVJiLlRTdjyrYhsiXWMNamHwRdOTvfFrwO4qWGBOCjSFKnNoExTXRW0sZCoK0sVl_MDFq8pXlego-vSoExTXRWvnLgmTcETQyf.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=1605&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_0.23505885Xs2brC,MC-,MC,,,,21.9,image.png,20250711-242,126g,猫超,1752202713000,16.05,抹茶慕斯味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,image.png,,,,
recUgNQgng,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=683333605940&pisk=gvDZr6gbYdpZo6Mwok2V8w9xUi2TyRYWSxabmmm0fP4ghCQV3m4EGhU_lXk480xT5IdtuXumJ5aGCR_m8qgQSAa_IrSql2BslfigotujcAgjjPa0iymmCqovXo4moqzj1B9SXceYnU_2FLiTjKflDVzgjWx0moBMA5fCX-xTnUTW36s36FwmlrsXg6f32yqGI5VDYyq84-q0iPxU-orRiN00nH-U2o_0mrXc-6q8m-fcnP43-oq7o1fgoDxUDy40n-cl5cmcLuNMDpHEIofc_PzojyWcUgEbsL0VGsfmblVZnjzUOWMUb5zuix2uJA0ImAMT9BfUHDGruj0kR1aiauuUNf8PQ4uTmmrm7LIz-AoqL5hC2tmUgPlnIWScnJ2Qu7cq7F5TSfgUwkVh0LEIPymtIX-A-c077Rq3OLxrxScIB7H6-Oyowcwsi4YC1PczmguVkkDKTxhNosPgvkzWYH-jbOhLRoPqIsCYt8EUPhZ1MsFgvkzWYH5AMWq8Yzt_f&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&smCaptainPrice=2232&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_0.23505885Xs2brC,MC-,MC,,,image.png,12,image.png,20250711-243,42g,猫超,1752203280000,11.16,桃桃抹茶味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,image.png,,,,背面不全
recedePkt4,opt0ZoQ3UR,中国,上海,上海,单,格力高百醇注心饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=667555597508&pisk=gltmz4sM4E7XAdOLMQSj8JG6tl38r-s1FCEO6GCZz_556xtxh1-ktCqYXdJvrOR9NAMfDd5MsQC7MsEA0GYGaCZAgjtOjCvwgKQVMxsG7CRVuoCAWQvw_i76k1CAsGv6tYhKvDpXhG_q9Xndw16poiW4ut7ZQ_WFBYB4yhjaLGsZ9f48bZihfI5t6N6azT55IoWV7C5PU9CPQOr2__7PL9FVbGRZETWG3OrabozPUO1z7PrV3urPptV4uGrZEL55QG5ZaGZNth-W4bFJYR8hLkb5nZfe3sJvI3lcxrOcZOW94tvlqKy_bl-lnZxP-SVbwZLwdwtvIcq5DpYP4OxsLPfG-F-A4nlrYa_w4QWyMAU1EFvwAi_YdkOhmCbe0a2ZIKIGigXyYAUCw3fv_nbrpkbO4HQF0U3SMNIcKC-XiRqwTLppcatit756k9sPIhMUS1bN4Yzz8IKUfTk94Pa1uT6l9z-ATAsfgVvSEY4IlZW5HXHoEPa1uT6l9YDuRS_VFthd.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E6%25A0%25BC%25E5%258A%259B%25E9%25AB%2598&skuId=4818081341206&smCaptainPrice=1140&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_5.23505885Xs2brC,MC-,MC,,,,12,image.png,20250711-244,42g,猫超,1752203502000,11.4,红豆抹茶味,上海江崎格力高食品有限公司,江崎格力高南奉食品(上海)有限公司,image.png,,,,
