record_id,产品品名,产地（国家）,产地（市）,产地（省）,优惠到手价,单混,口味,品名,品类一级,品类二级,委托方,序号,序号1,序号2,序号3,标签照片,正常售价,正面图片,生产商,编号,背面图片,规格,采集平台,采集时间,商品链接,外包装图片,箱规,赠品图片,备注,赠品,赠品机制
rec41x15iI,optEoxKdXy,中国,上海,上海,21.9,单,撒盖鸡精调味料,太太乐鸡精调味料,调料,鸡精鸡粉,,TM-,TM,,,image.png,22.9,image.png,上海太太乐福赐特食品有限公司,20250714-604,image.png,270g/袋,天猫旗舰店,1752548792000,太太乐三鲜鸡精270g 面条煲汤调味料家用炒菜调料提鲜增鲜调味料-tmall.com天猫,,,,,,
rec1OccUeF,optEoxKdXy,中国,上海,上海,10.6,单,鸡精调味料100g,太太乐鸡精调味料,调料,鸡精鸡粉,,TM-,TM,,,image.png,12.39,image.png,上海太太乐福赐特食品有限公司,20250714-605,image.png,1000g/袋,天猫旗舰店,1752548792000,【官方旗舰店】太太乐三鲜鸡精100g*2袋家用小包装炒菜提鲜调味料-tmall.com天猫,,2袋/组,,,,
rec1omGo1t,optEoxKdXy,中国,上海,上海,9.9,单,鸡精调味料180g带嘴,太太乐鸡精调味料,调料,鸡精鸡粉,,TM-,TM,,,image.png,9.9,image.png,上海太太乐福赐特食品有限公司,20250714-606,image.png,180g/袋,天猫旗舰店,1752548792000,太太乐三鲜鸡精180g带嘴方便家用面条炒菜调味品增鲜-tmall.com天猫,,,,,,
recjifsjBH,optEoxKdXy,中国,上海,上海,21.9,单,鸡精调味料500g,太太乐鸡精调味料,调料,鸡精鸡粉,,TM-,TM,,,image.png,21.9,image.png,上海太太乐福赐特食品有限公司,20250714-607,image.png,500g/袋,天猫旗舰店,1752548792000,太太乐三鲜鸡精500g炒菜煲汤增鲜提味大包家用调味品-tmall.com天猫,,,,,,
recyfxSerB,optEoxKdXy,中国,上海,上海,39.5,单,鸡精调味料,太太乐鸡精调味料,调料,鸡精鸡粉,,TM-,TM,,,image.png,43.9,image.png,上海太太乐福赐特食品有限公司,20250714-608,image.png,1000g/袋,天猫旗舰店,1752548792000,太太乐三鲜鸡精1kg*1袋 火锅炒菜煲汤烧烤调味料餐饮调料提味增鲜-tmall.com天猫,,,,,,
recIDodSSb,optpfOcFlQ,中国,苏州,江苏,43,单,经典鸡精1kg,太太乐清真经典鸡精调味料,调料,鸡精鸡粉,,TM-,TM,,,,43,image.png,苏州市合兴食品有限公司,20250714-617,,1000g/袋,天猫旗舰店,1752548792000,太太乐清真经典鸡精1000g炒菜煲汤增鲜提味大包家用调味品-tmall.com天猫,,,,无背面无标签,,
recPZSpCyI,opthZpsb89,中国,上海,上海,26.9,单,天天旺鸡精,太太乐天天旺鸡精调味料,调料,鸡精鸡粉,,TM-,TM,,,image.png,29.9,image.png,苏州市合兴食品有限公司,20250714-619,image.png,1000g/袋,天猫旗舰店,1752548792000,太太乐天天旺鸡精80g/200g/454g 火锅炒菜煲汤烧烤提味增鲜调料-tmall.com天猫,,,,不清标签,,
recuQTQiLnKPDe,opthZpsb89,中国,上海,上海,7.92,单,天天旺鸡精,太太乐天天旺鸡精调味料,调料,鸡精鸡粉,,TM-,TM,,,image.png,8.8,image.png,苏州市合兴食品有限公司,20250714-620,image.png,200g/袋,天猫旗舰店,1752548792000,太太乐天天旺鸡精80g/200g/454g 火锅炒菜煲汤烧烤提味增鲜调料-tmall.com天猫,,,,不清标签,,
recuQTQwJbNQUf,opthZpsb89,中国,上海,上海,15.2,单,天天旺鸡精,太太乐天天旺鸡精调味料,调料,鸡精鸡粉,,TM-,TM,,,image.png,16.9,image.png,苏州市合兴食品有限公司,20250714-622,image.png,454g/袋,天猫旗舰店,1752548792000,太太乐天天旺鸡精80g/200g/454g 火锅炒菜煲汤烧烤提味增鲜调料-tmall.com天猫,,,,不清标签,,
reccZFnutM,opttICJY3Q,中国,上海,上海,5.3,单,鲍汁蚝油,太太乐鲍汁蚝油,调料,蚝油品类,,TM-,TM,,,image.png,7,image.png,上海太太乐食品有限公司,20250714-630,image.png,232g/瓶,天猫旗舰店,1752548792000,太太乐鲍汁蚝油232g炒菜火锅提鲜调料挤挤瓶方便干净-tmall.com天猫,,,,,,
recw2tEyyq,opteLWTviW,中国,上海,上海,9.7,单,减盐耗油,太太乐减盐耗油,调料,蚝油品类,,TM-,TM,,,image.png,11.9,image.png,上海太太乐食品有限公司,20250714-631,image.png,232g/瓶,天猫旗舰店,1752548792000,太太乐减盐蚝油232g炒菜提鲜调料挤挤瓶小瓶mini迷你装宿舍调味-tmall.com天猫,,,,,,
recxhdojuT,opt2l0XrA3,中国,上海,上海,11.5,单,鸡汁调味料,太太乐鲜鸡汁调味料,调料,鸡汁品类,,TM-,TM,,,image.png,14.9,image.png,上海太太乐食品有限公司,20250714-637,image.png,238g/瓶,天猫旗舰店,1752548792000,太太乐鲜鸡汁调味料238g家用厨房炒菜煲汤提鲜调味汁-tmall.com天猫,,,,,,
receBdsAMM,opt70z8vEK,中国,上海,上海,19.7,单,酱蘸汁,太太乐宴会酱蘸汁,调料,酱油品类,,TM-,TM,,,image.png,21.9,image.png,上海太太乐食品有限公司,20250714-640,image.png,623ml/瓶,天猫旗舰店,1752548792000,太太乐宴会酱蘸汁623ml*2红烧生抽酱油家用炒菜凉拌 炒菜点蘸凉拌-tmall.com天猫,,2瓶/组,,,,
recuQTU5GUCyB4,optBPQGOP0,中国,上海,上海,23.9,单,鲜贝露,太太乐宴会鲜贝露,调料,酱油品类,,TM-,TM,,,image.png,23.9,image.png,上海太太乐食品有限公司,20250714-641,image.png,405ml/瓶,天猫旗舰店,1752548792000,太太乐宴会鲜贝露405ml瓶家用烹饪生抽海鲜调料凉拌增鲜调味汁-tmall.com天猫,,2瓶/组,,,,
recuQTUwjm3tLA,optWkXjTmO,中国,上海,上海,35.9,单,鲜贝露,太太乐宴会精选生抽,调料,酱油品类,,TM-,TM,,,image.png,39.9,image.png,上海太太乐食品有限公司,20250714-644,image.png,1.8l/瓶,天猫旗舰店,1752548792000,太太乐宴会精选生抽1.8L*2超大容量小炒拌馅焖煮厨房炒菜-tmall.com天猫,,2瓶/组,,,,
recwSk62m5,opt7WKrcwC,中国,青岛,山东,12.4,单,味极鲜,太太乐宴会味极鲜,调料,酱油品类,,TM-,TM,,,image.png,14.9,image.png,青岛灯塔味业有限公司,20250714-651,image.png,500ml/瓶,天猫旗舰店,1752548792000,太太乐宴会味极鲜500ml*2特级酿造酱油3重鲜酱香四溢点蘸-tmall.com天猫,,2瓶/组,,,,
recjGDrJ1T,optZ3KpbQW,中国,无锡,江苏,13.3,单,鲜味宝,太太乐鲜味宝,调料,味精品类,,TM-,TM,,,image.png,13.3,image.png,上海太太乐食品有限公司无锡分公司,20250714-655,image.png,500G/袋,天猫旗舰店,1752548792000,太太乐鲜味宝500g/1000g增鲜型调味料餐饮厨房炒菜煲汤提味增鲜-tmall.com天猫,,,,,,
recV7WnPw8,optCxgcW8u,中国,上海,上海,18.9,单,鲜香宝,太太乐鲜香宝,调料,味精品类,,TM-,TM,,,,18.9,image.png,上海太太乐食品有限公司,20250714-656,,454G/袋,天猫旗舰店,1752548792000,太太乐鲜香宝454g调味料火锅麻辣烫调味料家用大袋-tmall.com天猫,,,,无背面无标签,,
rec2LnOO6g,optB9KCUJz,中国,无锡,江苏,22.9,单,特鲜味鲜,太太乐特鲜味鲜,调料,味精品类,,TM-,TM,,,,22.9,image.png,上海太太乐食品有限公司无锡分公司,20250714-660,,1000g/袋,天猫旗舰店,1752548792000,太太乐特鲜味鲜1kg炒菜火锅厨房调料家用大袋调味料-tmall.com天猫,,,,无背面无标签,,
recansSZRs,optyVAa4vd,中国,苏州,江苏,17.9,单,味精,太太乐味精,调料,味精品类,,TM-,TM,,,image.png,19.9,image.png,苏州市合兴食品有限公司,20250714-662,image.png,1000g/袋,天猫旗舰店,1752548792000,太太乐 99%99度味精1000g批发1kg 调味品 炒菜烹饪家用厨房调味料-tmall.com天猫,,,,,,
recoRfO05A,optdbBKsA5,中国,上海,上海,20.9,单,高汤精,太太乐高汤精,调料,味精品类,,TM-,TM,,,,20.9,image.png,上海太太乐福赐特食品有限公司,20250714-664,,454g/袋,天猫旗舰店,1752548792000,太太乐高汤精454g调味品调味料调味家用大袋装-tmall.com天猫,,,,无背面无标签,,
recBJBkcam,opt9Ey2NHo,中国,无锡,江苏,11.6,单,增鲜味精,太太乐增鲜味精,调料,味精品类,,TM-,TM,,,image.png,12.9,image.png,上海太太乐食品有限公司无锡分公司,20250714-666,image.png,500g/袋,天猫旗舰店,1752548792000,太太乐增鲜味精500g袋装家用厨房火锅炒菜烧菜煲汤烧烤增鲜调味料-tmall.com天猫,,,,,,
rechQ2Mc2o,optRSjqELO,中国,苏州,江苏,35.9,单,蘑菇精调味料,太太乐蘑菇精调味料,调料,味精品类,,TM-,TM,,,image.png,39.9,image.png,苏州市合兴食品有限公司,20250714-668,image.png,400g/袋,天猫旗舰店,1752548792000,太太乐蘑菇精400g*2袋素食调料火锅煲汤炒菜提鲜增鲜鸡精味精-tmall.com天猫,,2袋/组,,标签不清,,
recl7VTy2S,optaYKsF9E,中国,苏州,江苏,16.1,单,蔬之鲜,太太乐蔬之鲜调味料,调料,味精品类,,TM-,TM,,,image.png,17.9,image.png,上海太太乐福赐特食品有限公司,20250714-669,image.png,250g/袋,天猫旗舰店,1752548792000,太太乐蔬之鲜250g*2袋蔬菜提鲜素食调味料鸡精味精调料-tmall.com天猫,,2袋/组,,标签不清,,
recizNAV5O,optUbWEHEh,中国,无锡,江苏,74.9,单,松茸鲜,太太乐原味鲜松茸加鲜调味料,调料,味精品类,,TM-,TM,,,,74.9,image.png,上海太太乐食品有限公司无锡分公司,20250714-671,,75g/袋,天猫旗舰店,1752548792000,太太乐松茸加鲜组合增鲜型调味料餐饮厨房炒菜煲汤提味增鲜-tmall.com天猫,,75g+30g*2,,无背面无标签,,
rec2r1zzKm,optFfMIw5s,中国,东莞,广东,11.9,单,芝麻香油,太太乐纯芝麻香油,调料,香辛油品,,TM-,TM,,,image.png,11.9,image.png,东莞顶志食品有限公司,20250714-675,image.png,100ml/瓶,天猫旗舰店,1752548792000,太太乐芝麻油芝麻香油调味油火锅油碟凉拌菜厨房调味料蘸料-tmall.com天猫,,,,,,
recuQU3dkvtJeY,optFfMIw5s,中国,东莞,广东,16.9,单,芝麻香油,太太乐纯芝麻香油,调料,香辛油品,,TM-,TM,,,image.png,16.9,image.png,东莞顶志食品有限公司,20250714-676,image.png,230ml/瓶,天猫旗舰店,1752548792000,太太乐芝麻油芝麻香油调味油火锅油碟凉拌菜厨房调味料蘸料-tmall.com天猫,,,,,,
recuQU3nGglmot,optFfMIw5s,中国,东莞,广东,25.9,单,芝麻香油,太太乐纯芝麻香油,调料,香辛油品,,TM-,TM,,,image.png,25.9,image.png,东莞顶志食品有限公司,20250714-677,image.png,405ml/瓶,天猫旗舰店,1752548792000,太太乐芝麻油芝麻香油调味油火锅油碟凉拌菜厨房调味料蘸料-tmall.com天猫,,,,,,
recheDWtcf,optNMXKyQB,中国,东莞,广东,43.1,单,纯小磨芝麻香油,太太乐头道纯小磨芝麻香油,调料,香辛油品,,TM-,TM,,,,47.9,image.png,东莞顶志食品有限公司,20250714-680,image.png,188ml/瓶,天猫旗舰店,1752548792000,太太乐头道小磨芝麻香油188/336ml迷你独立瓶装火锅油碟凉拌-tmall.com天猫,,3瓶/组,,标签不清,,
recuQU43hbfTme,optNMXKyQB,中国,东莞,广东,52.9,单,纯小磨芝麻香油,太太乐头道纯小磨芝麻香油,调料,香辛油品,,TM-,TM,,,,69.9,image.png,东莞顶志食品有限公司,20250714-681,image.png,336ml/瓶,天猫旗舰店,1752548792000,太太乐头道小磨芝麻香油188/336ml迷你独立瓶装火锅油碟凉拌-tmall.com天猫,,3瓶/组,,标签不清,,
recl1kOoTx,optdPg2Rbd,中国,德州,山东,17.9,单,瑶柱鸡汤味,太太乐汤之鲜,调料,汤底调味,,TM-,TM,,,image.png,19.9,image.png,山东鼎味食品有限公司,20250714-687,image.png,112g/袋,天猫旗舰店,1752548792000,太太乐汤之鲜多口味112g瑶柱味佛跳墙味高汤底料浓缩速食汤调料包-tmall.com天猫,,2袋/组,,,,
rechwNr190,optdPg2Rbd,中国,德州,山东,17.9,单,清炖牛肉味,太太乐汤之鲜,调料,汤底调味,,TM-,TM,,,image.png,19.9,image.png,山东鼎味食品有限公司,20250714-688,,112g/袋,天猫旗舰店,1752548792000,太太乐汤之鲜多口味112g瑶柱味佛跳墙味高汤底料浓缩速食汤调料包-tmall.com天猫,,2袋/组,,无背面无标签,,
recnEQViJy,optdPg2Rbd,中国,德州,山东,17.9,单,松露珍菌味,太太乐汤之鲜,调料,汤底调味,,TM-,TM,,,image.png,19.9,image.png,山东鼎味食品有限公司,20250714-689,,112g/袋,天猫旗舰店,1752548792000,太太乐汤之鲜多口味112g瑶柱味佛跳墙味高汤底料浓缩速食汤调料包-tmall.com天猫,,2袋/组,,无背面无标签,,
recvNgcfsW,optdPg2Rbd,中国,德州,山东,17.9,单,佛跳墙味,太太乐汤之鲜,调料,汤底调味,,TM-,TM,,,image.png,19.9,image.png,山东鼎味食品有限公司,20250714-690,,112g/袋,天猫旗舰店,1752548792000,太太乐汤之鲜多口味112g瑶柱味佛跳墙味高汤底料浓缩速食汤调料包-tmall.com天猫,,2袋/组,,无背面无标签,,
recUnZ2Sq2,optb7Oc4Eo,中国,开封,河南,19.53,单,香辣味,海底捞蘸料火锅,调料,美味调料,,TM-,TM,,,image.png,21.7,image.png,颐海（开封）食品有限公司,20250714-744,,120g/包,天猫旗舰店,1752548792000,海底捞蘸料火锅调料麻酱芝麻花生酱精品牛肉拌面原味官方旗舰店-tmall.com天猫,,5包/组,,,小零食,10包送小零食
rec6BYeqpU,optb7Oc4Eo,中国,开封,河南,19.53,单,原味,海底捞蘸料火锅,调料,美味调料,,TM-,TM,,,image.png,21.7,image.png,颐海（开封）食品有限公司,20250714-745,,120g/包,天猫旗舰店,1752548792000,海底捞蘸料火锅调料麻酱芝麻花生酱精品牛肉拌面原味官方旗舰店-tmall.com天猫,,5包/组,,,小零食,10包送小零食
rec4tEER9m,optb7Oc4Eo,中国,开封,河南,19.53,单,麻辣味,海底捞蘸料火锅,调料,美味调料,,TM-,TM,,,image.png,21.7,image.png,颐海（开封）食品有限公司,20250714-746,,120g/包,天猫旗舰店,1752548792000,海底捞蘸料火锅调料麻酱芝麻花生酱精品牛肉拌面原味官方旗舰店-tmall.com天猫,,5包/组,,,小零食,10包送小零食
recMokFhId,optb7Oc4Eo,中国,开封,河南,19.53,单,芝麻花生,海底捞蘸料火锅,调料,美味调料,,TM-,TM,,,,21.7,image.png,颐海（开封）食品有限公司,20250714-747,,100g/包,天猫旗舰店,1752548792000,海底捞蘸料火锅调料麻酱芝麻花生酱精品牛肉拌面原味官方旗舰店-tmall.com天猫,,5包/组,,,小零食,10包送小零食
reciVC9ggb,optb7Oc4Eo,中国,开封,河南,19.53,单,牛肉酱,海底捞蘸料火锅,调料,美味调料,,TM-,TM,,,,21.7,image.png,颐海（开封）食品有限公司,20250714-748,,80g/包,天猫旗舰店,1752548792000,海底捞蘸料火锅调料麻酱芝麻花生酱精品牛肉拌面原味官方旗舰店-tmall.com天猫,,5包/组,,,小零食,10包送小零食
rec9EyzSGU,optU3RdvDh,中国,马鞍山,安徽,32.55,单,浓香牛油,海底捞火锅料底料,调料,美味调料,,TM-,TM,,,,36.17,image.png,颐海（马鞍山）食品有限公司,20250714-750,image.png,150g/包,天猫旗舰店,1752548792000,海底捞火锅料底料麻辣牛油清汤番茄锅官方正宗关东煮钵钵鸡调料-tmall.com天猫,,5包/组,,,小零食,3包送零食
recTWQxeHH,optU3RdvDh,中国,马鞍山,安徽,24.54,单,麻辣牛油,海底捞火锅料底料,调料,美味调料,,TM-,TM,,,,27.27,image.png,颐海（马鞍山）食品有限公司,20250714-751,,90g/包,天猫旗舰店,1752548792000,海底捞火锅料底料麻辣牛油清汤番茄锅官方正宗关东煮钵钵鸡调料-tmall.com天猫,,5包/组,,无背面无标签,小零食,组合买送零食
rec1pgqf1u,optU3RdvDh,中国,马鞍山,安徽,34.56,单,魔鬼辣牛油,海底捞火锅料底料,调料,美味调料,,TM-,TM,,,,38.4,image.png,颐海（马鞍山）食品有限公司,20250714-752,,9g/包,天猫旗舰店,1752548792000,海底捞火锅料底料麻辣牛油清汤番茄锅官方正宗关东煮钵钵鸡调料-tmall.com天猫,,5包/组,,无背面无标签,小零食,组合买送零食
recoPGxUfr,optU3RdvDh,中国,马鞍山,安徽,35.75,单,番茄,海底捞火锅料底料,调料,美味调料,,TM-,TM,,,image.png,39.73,image.png,颐海（马鞍山）食品有限公司,20250714-753,image.png,200g/包,天猫旗舰店,1752548792000,海底捞火锅料底料麻辣牛油清汤番茄锅官方正宗关东煮钵钵鸡调料-tmall.com天猫,,3包/组,,,小零食,组合买送零食
recyztCULk,optU3RdvDh,中国,马鞍山,安徽,35.75,单,清油麻辣,海底捞火锅料底料,调料,美味调料,,TM-,TM,,,,39.73,image.png,颐海（马鞍山）食品有限公司,20250714-754,image.png,220g/包,天猫旗舰店,1752548792000,海底捞火锅料底料麻辣牛油清汤番茄锅官方正宗关东煮钵钵鸡调料-tmall.com天猫,,3包/组,,标签不清,小零食,组合买送零食
reckgxcKbj,optU3RdvDh,中国,马鞍山,安徽,20.73,单,醇香牛油,海底捞火锅料底料,调料,美味调料,,TM-,TM,,,image.png,23.04,image.png,颐海（马鞍山）食品有限公司,20250714-755,image.png,150g/包,天猫旗舰店,1752548792000,海底捞火锅料底料麻辣牛油清汤番茄锅官方正宗关东煮钵钵鸡调料-tmall.com天猫,,3包/组,,,小零食,组合买送零食
recpuoAPNl,optU3RdvDh,中国,马鞍山,安徽,38.76,单,猪肚鸡,海底捞火锅料底料,调料,美味调料,,TM-,TM,,,,43.07,image.png,颐海（马鞍山）食品有限公司,20250714-756,,190g/包,天猫旗舰店,1752548792000,海底捞火锅料底料麻辣牛油清汤番茄锅官方正宗关东煮钵钵鸡调料-tmall.com天猫,,3包/组,,无背面无标签,小零食,组合买送零食
recr9xhwIb,optU3RdvDh,中国,马鞍山,安徽,20.73,单,青椒牛油,海底捞火锅料底料,调料,美味调料,,TM-,TM,,,,23.04,image.png,颐海（马鞍山）食品有限公司,20250714-757,,150g/包,天猫旗舰店,1752548792000,海底捞火锅料底料麻辣牛油清汤番茄锅官方正宗关东煮钵钵鸡调料-tmall.com天猫,,3包/组,,无背面无标签,小零食,组合买送零食
recy33SI7B,optU3RdvDh,中国,马鞍山,安徽,35.75,单,菌汤,海底捞火锅料底料,调料,美味调料,,TM-,TM,,,,39.73,image.png,颐海（马鞍山）食品有限公司,20250714-758,image.png,110g/包,天猫旗舰店,1752548792000,海底捞火锅底料猪肚鸡浓香番茄清汤菌汤三鲜调味料不辣口味麻辣烫-tmall.com天猫,,3包/组,,,小零食,组合买送零食
rec5fBrfFq,optU3RdvDh,中国,马鞍山,安徽,35.75,单,清汤,海底捞火锅料底料,调料,美味调料,,TM-,TM,,,,39.73,image.png,颐海（马鞍山）食品有限公司,20250714-759,,110g/包,天猫旗舰店,1752548792000,海底捞火锅料底料麻辣牛油清汤番茄锅官方正宗关东煮钵钵鸡调料-tmall.com天猫,,3包/组,,无背面无标签,小零食,组合买送零食
recuQUnFZdIzR9,optU3RdvDh,中国,马鞍山,安徽,20.73,单,番茄,海底捞火锅料底料,调料,美味调料,,TM-,TM,,,image.png,23.04,image.png,颐海（马鞍山）食品有限公司,20250714-762,image.png,125g/包,天猫旗舰店,1752548792000,海底捞旗舰店浓香番茄麻辣清油一人食不辣火锅底料调味料3包-tmall.com天猫,,3包/组,,,小零食,组合买送零食
recuQUnMDW7JfB,optU3RdvDh,中国,马鞍山,安徽,35.75,单,清油麻辣,海底捞火锅料底料,调料,美味调料,,TM-,TM,,,image.png,39.73,image.png,颐海（马鞍山）食品有限公司,20250714-763,image.png,120g/包,天猫旗舰店,1752548792000,海底捞旗舰店浓香番茄麻辣清油一人食不辣火锅底料调味料3包-tmall.com天猫,,3包/组,,标签不清,小零食,组合买送零食
recdru0QLa,optZEa9rCN,中国,马鞍山,安徽,25.74,单,香辣味,海底捞小龙虾调味料,调料,美味调料,,TM-,TM,,,,28.6,image.png,颐海（马鞍山）食品有限公司,20250714-784,,200g/包,天猫旗舰店,1752548792000,海底捞小龙虾调味料2包香扇贝田螺花蛤调味酱料麻辣蒜蓉小龙虾尾-tmall.com天猫,,2包/组,,无背面无标签,,
recUleHlX0,optZEa9rCN,中国,马鞍山,安徽,25.74,单,麻辣味,海底捞小龙虾调味料,调料,美味调料,,TM-,TM,,,image.png,28.6,image.png,颐海（马鞍山）食品有限公司,20250714-785,,200g/包,天猫旗舰店,1752548792000,海底捞小龙虾调味料2包香扇贝田螺花蛤调味酱料麻辣蒜蓉小龙虾尾-tmall.com天猫,,2包/组,,无背面无标签,,
recbA3EcoK,optZEa9rCN,中国,马鞍山,安徽,25.74,单,蒜蓉味,海底捞小龙虾调味料,调料,美味调料,,TM-,TM,,,,28.6,image.png,颐海（马鞍山）食品有限公司,20250714-786,,200g/包,天猫旗舰店,1752548792000,海底捞小龙虾调味料2包香扇贝田螺花蛤调味酱料麻辣蒜蓉小龙虾尾-tmall.com天猫,,2包/组,,无背面无标签,,
recuQUq0JZwy6R,optQkpW1tS,中国,广州市,广东省,36.5,单,原味,家乐酸辣汤料,调料,快手酸辣汤,,TM-,TM,,,,25.21,,联合利华(中国)有限公司从化分公司,20250714-774,,42g/袋,天猫旗舰店,1752548792000,家乐酸汤调味料,,12袋/组,,,,
recuQUq0JZ6IV8,optQkpW1tS,中国,广州市,广东省,7.17,单,黑椒味,家乐酸辣汤料,调料,快手酸辣汤,,TM-,TM,,,de28f240845191ba4b44813b84fb4ac.png,11.9,e97c696da2380b12d9f6d569ad85b01.png,联合利华(中国)有限公司从化分公司,20250714-775,,36g/袋,天猫旗舰店,1752548792000,家乐酸汤调味料,,5袋/组,,,,
recuQUq0JZuBSh,optkXweeOE,中国,广州市,广东省,16.9,单,原味,家乐香菇鸡茸羹汤料,调料,快手酸辣汤,,TM-,TM,,,f4490f87e8766d2faf6a71bb25a8bf1.png,14.05,44f691f760f425e428c6a9f69c775a1.png,联合利华(中国)有限公司从化分公司,20250714-776,,41g/袋,天猫旗舰店,1752548792000,家乐酸汤调味料,,2袋/组,,,,
recuQUq0JZLs95,optER8YaDv,中国,广州市,广东省,34,单,原味,家乐西湖牛肉羹汤料,调料,快手酸辣汤,,TM-,TM,,,66c542fbf44eada485e76627e48e4fc.png,23.07,16b24c4e4a42cdb6375e6c1b0a85453.png,联合利华(中国)有限公司从化分公司,20250714-777,,37g/袋,天猫旗舰店,1752548792000,家乐酸汤调味料,,12袋/组,,,,
recuQUq0JZkb1s,optheg1Vl0,中国,广州市,广东省,16.9,单,原味,家乐鸡茸玉米羹汤料,调料,快手酸辣汤,,TM-,TM,,,10b2529b4a4a9f01c3b8c21fde3dc66.png,14.05,884a403c40343f7bafec6ef015aaf19.png,联合利华(中国)有限公司从化分公司,20250714-778,,38g/袋,天猫旗舰店,1752548792000,家乐酸汤调味料,,5袋/组,,,,
recuQUq0JZjEVi,opt7Q3G79R,中国,上海,上海,19.9,单,酸汤肥牛,家乐酸汤肥牛调味料,调料,家乐私厨酱,联合利华食品（中国）有限公司,TM-,TM,,,87b820e8f951835d112aff7599bba6d.png,15.9,1099e0890c2be240a576a20b2760ad2.png,上海香尚香食品有限公司/上海舜地食品有限公司,20250714-779,3c153563c30ab25210fe444d3b3a514.jpg,95g/袋,天猫旗舰店,1752548792000,家乐私厨酱,,,,,,
recuQUq0JZtIyD,optOhNAfbn,,,,,单,陈皮糖醋,家乐陈皮糖醋酱调味料,调料,家乐私厨酱,,TM-,TM,,,,,,,20250714-780,,,天猫旗舰店,1752548792000,家乐私厨酱,,,,,,
recuQUq0JZDzDO,optbOhB5VQ,,,,,单,桂花红烧,家乐桂花红烧酱调味料,调料,家乐私厨酱,,TM-,TM,,,,,,,20250714-781,,,天猫旗舰店,1752548792000,家乐私厨酱,,,,,,
recuQUq0JZcpu2,optfAhyFaO,,,,,单,麻将麻辣,家乐麻将麻辣拌调味料,调料,家乐私厨酱,,TM-,TM,,,,,,,20250714-782,,,天猫旗舰店,1752548792000,家乐私厨酱,,,,,,
recuQW9hF8ck8i,optx1jR4io,,,,,单,泰式椰香咖喱,家乐泰式椰香咖喱酱调味料,调料,家乐私厨酱,,TM-,TM,,,,,,,20250714-793,,,天猫旗舰店,1752548792000,家乐私厨酱,,,,,,
recuQW9hF8kXL6,optcTRRnzU,,,,,单,馋嘴牛蛙,家乐馋嘴牛蛙调味料,调料,家乐私厨酱,,TM-,TM,,,,,,,20250714-794,,,天猫旗舰店,1752548792000,家乐私厨酱,,,,,,
recuQW9hF8fYjv,optW5Tw7Ph,,,,,单,麻辣香锅,家乐麻辣香锅调味料,调料,家乐私厨酱,,TM-,TM,,,,,,,20250714-795,,,天猫旗舰店,1752548792000,家乐私厨酱,,,,,,
recuQW9hF8I549,optm3Bi8Xz,,,,,单,潮汕卤水,家乐潮汕卤水汁调味料,调料,家乐私厨酱,,TM-,TM,,,,,,,20250714-796,,,天猫旗舰店,1752548792000,家乐私厨酱,,,,,,
recuQW9hF87lan,optpbqt4IV,,,,,单,金银蒜蓉海鲜,家乐金银蒜蓉海鲜调味料,调料,家乐私厨酱,,TM-,TM,,,,,,,20250714-797,,,天猫旗舰店,1752548792000,家乐私厨酱,,,,,,
recuQUq0JZeJTf,,,,,,,,,调料,浓汤宝,,TM-,TM,,,,,,,20250714-783,,,天猫旗舰店,1752548792000,,,,,,,
rec5sYwfGA,opt5cdVVux,中国,乌兰察布,内蒙古,,单,,有机大粒燕麦片,麦片,谷物,,DRF-,DRF,,,image.png,18.8,image.png,内蒙古阴山优表食品有限公司,20250711-253,image.png,850g,大润发,1752548792000,,,,,,,
recKypbjrt,optzKrMV2W,中国,汕头,广东,,单,,双重巧克力脆脆麦片,麦片,谷物,,DRF-,DRF,,,,17.9,image.png,广东聚谷来健康食品有限公司,20250711-450,image.png,300g,大润发,1752548792000,,,,,,,
reclyiTSmp,optj8vVxrN,中国,滨州,山东,,单,,盒马丹果皮,自有品牌,零食,上海盒马物联网有限公司,HM-0006A,HM,0006,A,image.png,7.9,image.png,山东滨州健源食品有限公司,20250714-547,image.png,228g,盒马APP,1752548792000,,,,,,,
recMAhckFT,optckOi46i,中国,唐山,河北,,单,,盒马有机板栗仁,自有品牌,零食,上海盒马网络科技有限公司,HM-,HM,,,image.png,7.9,image.png,唐山尚禾谷板栗发展有限公司,20250714-548,image.png,100g,盒马APP,1752548792000,,,,,,,
recEvpzWbR,optkY5hvQ3,中国,杭州,浙江,9.9,单,,盒马陈皮梅条,自有品牌,零食,上海盒马物联网有限公司,HM-,HM,,,,11.9,image.png,杭州春园食品有限公司,20250714-549,image.png,168g,盒马APP,1752548792000,,,,,,,
recLRp0Ddi,optlBgt9cw,中国,乌兰察布市,内蒙古,,单,原味,盒马瓜子,自有品牌,零食,上海盒马物联网有限公司,HM-,HM,,,,7.8,image.png,四子王旗景欣农业股份有限公司,20250714-557,image.png,108g,盒马APP,1752548792000,,,,,,,
recmfJXCc6,opthzdaL6V,中国,滨州,山东,,单,,盒马酸奶山楂丁,自有品牌,零食,上海盒马物联网有限公司,HM-,HM,,,image.png,11.9,image.png,山东滨州健源食品有限公司,20250714-558,image.png,208g,盒马APP,1752548792000,,,,,,,
